architecture,architecture_label,status,is_feasible,mu_europe,portfolio_risk_factor,te_cvar_limit,turnover_limit,expected_return,portfolio_cvar,te_cvar,bm_dist_l2,bm_dist_l1,turnover,herfindahl,effective_n,instability_score,max_adjacent_jump,objective_loss_pct,max_weight
A,Architecture A: Standard Optimization,optimal,True,0.0605,1.05,0.02,0.4,0.06887499982864226,0.2837270934715732,0.033585581808537546,0.21213204211901207,0.39999999367415556,0.39999999367415556,0.37499998695574,2.666666759425852,9.839311909255511e-08,2.2722932926986736e-08,,0.49999999828667113
B,Architecture B: Stronger Single-Stage,optimal,True,0.0605,1.05,0.02,0.4,0.06792647154008481,0.28096654048102226,0.019999992968205857,0.12891934112010872,0.25256846741452155,0.25256846741452155,0.37144306399741844,2.6922026467209794,0.003603762609830854,0.0008494182743046252,,0.4759299692670601
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0605,1.05,0.02,0.4,0.0675868391822915,0.2804839818623771,0.017600015664279378,0.0894623823908008,0.1716383490393183,0.1716383490393183,0.3583478154203315,2.790584892577144,0.007900643615301656,0.001868977524279558,0.005000000001367525,0.4265077696423471
A,Architecture A: Standard Optimization,optimal,True,0.06,1.05,0.02,0.4,0.06874999984055832,0.2837270937879931,0.033585581203314264,0.2121320360038269,0.3999999882788573,0.3999999882788573,0.37499998900648684,2.6666667448427623,3.788179077923659e-08,8.92579307687491e-09,,0.49999999616001684
B,Architecture B: Stronger Single-Stage,optimal,True,0.06,1.05,0.02,0.4,0.0677646921046855,0.28096304166752245,0.019999997680273496,0.12934014993548054,0.25310211250828296,0.25310211250828296,0.371810720149744,2.689540526419619,0.0033317556052384527,0.0007847785406581709,,0.4767147478077183
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.06,1.05,0.02,0.4,0.06742586864414864,0.2805221297466399,0.017799299592140574,0.09096042458952237,0.17512409320141908,0.17512409320141908,0.35824898102608266,2.7913547643201646,0.007371486256839244,0.0017428720761129002,0.005000000000198232,0.4275124109710658
A,Architecture A: Standard Optimization,optimal,True,0.07,1.05,0.03,0.2,0.07124999946141608,0.28144920869068396,0.02762673020745924,0.12203448373177715,0.19999994263420293,0.19999994263420293,0.3448924111198906,2.8994549249516033,,,,0.39890003995190615
B,Architecture B: Stronger Single-Stage,optimal,True,0.07,1.05,0.03,0.2,0.07124999951509148,0.2817123490970328,0.026551045914032335,0.11910111011656392,0.19999981619277118,0.19999981619277118,0.34418511919791717,2.905413233234435,,,,0.3897495788527306
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.07,1.05,0.03,0.2,0.07089374951761135,0.2794153183523742,0.012501834098768984,0.05958330117410042,0.09930550196205576,0.09930550196205576,0.36841127017591446,2.714357786944208,,,0.004999999998662061,0.40993055020403474
A,Architecture A: Standard Optimization,optimal,True,0.0695,1.05,0.03,0.2,0.07107499997797155,0.2818217565560107,0.026565165047655853,0.12247448522746747,0.19999999753002423,0.19999999753002423,0.3449999994372842,2.8985507293653923,0.21585526343434674,0.048900038756273856,,0.3999999990222932
B,Architecture B: Stronger Single-Stage,optimal,True,0.0695,1.05,0.03,0.2,0.07107499980084113,0.28182175513525315,0.02656515706012512,0.12247444880872345,0.1999999482742372,0.1999999482742372,0.34500000683758075,2.8985506671910892,0.04524779764505206,0.01025048660989486,,0.40000000815069164
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0695,1.05,0.03,0.2,0.07071962480189337,0.2795548662774543,0.013114521961352944,0.0617845077520805,0.09999999979919444,0.09999999979919444,0.36653299708182385,2.7282673264387234,0.020332847264667164,0.00477700591289229,0.0049999999992058775,0.4089943852872337
A,Architecture A: Standard Optimization,optimal,True,0.069,1.05,0.03,0.2,0.07089999949315903,0.2818217535743912,0.026565158500946894,0.12247445325713043,0.19999995280817218,0.19999995280817218,0.3449999858454284,2.8985508435586826,1.274347688256881e-07,2.4201785867085627e-08,,0.399999987794027
B,Architecture B: Stronger Single-Stage,optimal,True,0.069,1.05,0.03,0.2,0.07089999997342325,0.2818217565086195,0.026565164278889556,0.12247448259945999,0.19999999627861081,0.19999999627861081,0.3450000011244112,2.898550715190832,1.2586609451266158e-07,2.938393295348618e-08,,0.40000000276893205
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.069,1.05,0.03,0.2,0.07054549997492265,0.27967919338654357,0.013765400678182535,0.06431534346611649,0.09999999977014457,0.09999999977014457,0.36437436868960416,2.7444301408913305,0.021469179537818607,0.0049555327780433645,0.004999999980726088,0.4083548409156313
A,Architecture A: Standard Optimization,optimal,True,0.0685,1.05,0.03,0.2,0.07072499978993697,0.2818217554117756,0.02656516253158808,0.12247447226163612,0.1999999803662384,0.1999999803662384,0.3449999942243983,2.898550773161956,7.463374380975074e-08,1.5161955427779533e-08,,0.399999993008286
B,Architecture B: Stronger Single-Stage,optimal,True,0.0685,1.05,0.03,0.2,0.07072499988272575,0.281821755884144,0.026565160503753345,0.12247446845355481,0.1999999896983765,0.1999999896983765,0.34500000516298485,2.8985506812603674,6.72268263553519e-08,1.5680064496814694e-08,,0.40000001515888595
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0685,1.05,0.03,0.2,0.07037137488328388,0.2797920934191271,0.014369447429434044,0.06693863911043572,0.10420141223950474,0.10420141223950474,0.36265839899058055,2.757415801711443,0.018565189631928526,0.004221675821363957,0.005000000000399358,0.4084559412923112
A,Architecture A: Standard Optimization,optimal,True,0.068,1.05,0.03,0.2,0.07054999995872842,0.28182175645214796,0.026565164891622577,0.12247448469223786,0.19999999661418863,0.19999999661418863,0.34499999876136933,2.898550735044156,5.084829408992388e-08,8.123963446404758e-09,,0.39999999908500444
B,Architecture B: Stronger Single-Stage,optimal,True,0.068,1.05,0.03,0.2,0.07054999997517925,0.2818217565292789,0.026565164331828126,0.12247448324623036,0.1999999987268444,0.1999999987268444,0.3450000012012071,2.898550714545624,6.749748130758584e-08,1.586013473331427e-08,,0.40000000381297857
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.068,1.05,0.03,0.2,0.07019724997681683,0.2798916609501219,0.014911504526520977,0.06949660207046764,0.11218589704279867,0.11218589704279867,0.36132336960809386,2.767603991639514,0.01723708703170966,0.003992242456208994,0.004999999978547466,0.4090801324185973
A,Architecture A: Standard Optimization,optimal,True,0.0675,1.05,0.03,0.2,0.07037499992105714,0.2818217562258131,0.02656516444217414,0.12247448277607839,0.19999999363679544,0.19999999363679544,0.3449999975974241,2.898550744823154,8.737618197073998e-09,2.055626291665925e-09,,0.3999999988574755
B,Architecture B: Stronger Single-Stage,optimal,True,0.0675,1.05,0.03,0.2,0.07037499970646491,0.2818217547073352,0.02656515323414739,0.12247444253020685,0.1999999838550069,0.1999999838550069,0.3450000132319817,2.8985506134679166,1.9899080731132185e-07,4.614879450803855e-08,,0.40000004252585253
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0675,1.05,0.03,0.2,0.07002312470879393,0.2799813643863892,0.01538390506826896,0.0719035181287364,0.11957136717274755,0.11957136717274755,0.3603040658467528,2.775433570670078,0.015766318296003223,0.003692735054070251,0.004999999987760584,0.41005358350572657
A,Architecture A: Standard Optimization,optimal,True,0.067,1.05,0.03,0.2,0.0701999988284472,0.28182174964531814,0.026565151637170537,0.12247442533443481,0.19999990959226702,0.19999990959226702,0.34499996297872204,2.8985510356755464,2.5235747654731364e-07,5.9370792905341474e-08,,0.3999999842215366
B,Architecture B: Stronger Single-Stage,optimal,True,0.067,1.05,0.03,0.2,0.07019999979175474,0.2818217552819298,0.026565156530302045,0.12247445536074703,0.19999999228236714,0.19999999228236714,0.34500001002800235,2.898550640386456,5.7748386287514805e-08,1.3607313359420559e-08,,0.40000003313224003
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.067,1.05,0.03,0.2,0.06984899979237758,0.2800613956870692,0.015786209886338876,0.07412087955590514,0.126306080576497,0.126306080576497,0.3595398376361615,2.781332957634464,0.01428458903987872,0.003367356655169962,0.005000000005960046,0.4112449059873291
A,Architecture A: Standard Optimization,optimal,True,0.0665,1.05,0.03,0.2,0.07002499891863302,0.2818217500880283,0.02656515305401462,0.12247443485317029,0.19999992014092194,0.19999992014092194,0.34499996375938285,2.898551029116748,5.131622713397448e-08,1.1215641027018108e-08,,0.3999999917145947
B,Architecture B: Stronger Single-Stage,optimal,True,0.0665,1.05,0.03,0.2,0.0700249995614994,0.2818217537183994,0.026565146943730286,0.12247442160995242,0.1999999866338119,0.1999999866338119,0.3450000205475898,2.898550552005137,1.743104657191793e-07,3.9924009737069e-08,,0.4000000702319514
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0665,1.05,0.03,0.2,0.06967487456367764,0.28013090677207964,0.01612276686528388,0.07613819818039673,0.13239259863540478,0.13239259863540478,0.35897827361516316,2.7856839076340143,0.012868553575486504,0.0030432590303380858,0.005000000000203529,0.412558796103995
A,Architecture A: Standard Optimization,optimal,True,0.066,1.05,0.03,0.2,0.0698499999672194,0.2818217564994078,0.02656516503153904,0.12247448556056427,0.1999999976419281,0.1999999976419281,0.34499999887596533,2.8985507340813665,2.5349308948059406e-07,6.010158626157555e-08,,0.39999999967035454
B,Architecture B: Stronger Single-Stage,optimal,True,0.066,1.05,0.03,0.2,0.06984999998172481,0.28182175657450786,0.026565164610214527,0.12247448439044292,0.19999999970872756,0.19999999970872756,0.34500000089560595,2.8985507171131615,3.2057766382489486e-07,7.362138865207868e-08,,0.40000000314802253
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.066,1.05,0.03,0.2,0.06950074998130856,0.2801901356448312,0.01640271077461474,0.0779607746091803,0.13786475724655686,0.13786475724655686,0.3585758356909033,2.7888103448833963,0.011559237651255695,0.0027360793082755186,0.005000000007267312,0.41392828525381503
A,Architecture A: Standard Optimization,optimal,True,0.0655,1.05,0.03,0.2,0.06967499998548904,0.2818217566103876,0.026565165230849813,0.12247448643057479,0.19999999890928982,0.19999999890928982,0.3449999995069795,2.89855072877984,4.410176039226949e-09,1.049639376755496e-09,,0.3999999999003949
B,Architecture B: Stronger Single-Stage,optimal,True,0.0655,1.05,0.03,0.2,0.06967499994416508,0.28182175631774486,0.026565162983692346,0.12247447868645946,0.19999999894574616,0.19999999894574616,0.3450000027726644,2.898550701342874,2.973343080758669e-08,6.795178725260698e-09,,0.40000000956171244
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0655,1.05,0.03,0.2,0.0693266249444378,0.2802410123793493,0.016633111165899696,0.07960153529557011,0.14277120639335883,0.14277120639335883,0.35829743141564313,2.7909773063372856,0.010372004578647329,0.00245322457076258,0.0050000000000927185,0.41530765718550733
A,Architecture A: Standard Optimization,optimal,True,0.065,1.05,0.03,0.2,0.06949999932027923,0.2818217523868583,0.026565157529698406,0.12247445506405163,0.19999994951635847,0.19999994951635847,0.34499997584773695,2.8985509275552594,1.7062736967069106e-07,4.0463253843137755e-08,,0.39999999715780116
B,Architecture B: Stronger Single-Stage,optimal,True,0.065,1.05,0.03,0.2,0.069499999940052,0.281821756283383,0.026565162674240715,0.1224744777152075,0.19999999951170672,0.19999999951170672,0.3450000032875528,2.8985506970169896,6.943745092874721e-09,1.6140067060632646e-09,,0.40000001117571915
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.065,1.05,0.03,0.2,0.06915249993998528,0.2802844318104123,0.016821978973232215,0.08107686090885298,0.1471666685183433,0.1471666685183433,0.3581151303842949,2.7923980730076825,0.009309882022658342,0.0021977311337607053,0.005000000005272878,0.4166666803782333
A,Architecture A: Standard Optimization,optimal,True,0.0645,1.05,0.03,0.2,0.06932499997004946,0.281821756525517,0.02656516496130057,0.12247448516796364,0.1999999968796166,0.1999999968796166,0.34499999935736586,2.898550730036834,1.6837718456839599e-07,3.996645696566423e-08,,0.39999999985215057
B,Architecture B: Stronger Single-Stage,optimal,True,0.0645,1.05,0.03,0.2,0.06932499996797593,0.2818217564774043,0.026565163947708886,0.12247448212506921,0.19999999976063937,0.19999999976063937,0.3450000017415965,2.8985507100054906,2.347929061152584e-08,5.338722602887813e-09,,0.4000000059614622
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0645,1.05,0.03,0.2,0.06897837496807749,0.2803217688838492,0.016979300314476867,0.08240380598257208,0.1511057347076175,0.1511057347076175,0.3580069674717742,2.7932417267237724,0.008366744735810469,0.0019695330263321265,0.005000000000844802,0.41798602782105226
A,Architecture A: Standard Optimization,optimal,True,0.064,1.05,0.03,0.2,0.06914999998818251,0.2818217566238537,0.026565165256195483,0.12247448655997872,0.19999999907273694,0.19999999907273694,0.34499999958043587,2.8985507281626894,4.928704346198736e-09,1.0965591490386117e-09,,0.39999999997219776
B,Architecture B: Stronger Single-Stage,optimal,True,0.064,1.05,0.03,0.2,0.06914999998093208,0.28182175656860897,0.02656516456608732,0.12247448424877742,0.19999999976382288,0.19999999976382288,0.34500000095820194,2.8985507165872555,1.1486715262144987e-08,2.6002039965611345e-09,,0.4000000033628479
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.064,1.05,0.03,0.2,0.06880424998065858,0.2803536412222407,0.017109591935927967,0.08359879767549414,0.15464011110722664,0.15464011110722664,0.3579557942207786,2.793641047707762,0.0075331824462224984,0.0017671882080319556,0.0050000000053338385,0.41925412606562434
A,Architecture A: Standard Optimization,optimal,True,0.0635,1.05,0.03,0.2,0.06897499995454004,0.2818217563985608,0.02656516483844565,0.12247448491571777,0.19999999637200375,0.19999999637200375,0.3449999983388421,2.8985507385940594,9.219117352739875e-09,2.16288487629848e-09,,0.39999999999569497
B,Architecture B: Stronger Single-Stage,optimal,True,0.0635,1.05,0.03,0.2,0.06897499996778449,0.2818217564759753,0.02656516397687951,0.1224744822248315,0.1999999997024979,0.1999999997024979,0.34500000164271216,2.8985507108362767,1.0939519759149844e-08,2.4634857487271233e-09,,0.40000000579567224
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0635,1.05,0.03,0.2,0.06863012496726924,0.28038096104724447,0.01721890378326343,0.08467699795836146,0.15781704555223441,0.15781704555223441,0.3579482368838489,2.7937000296623653,0.00679797892672275,0.0015884673252103965,0.005000000009805387,0.42046460873715386
A,Architecture A: Standard Optimization,optimal,True,0.063,1.05,0.03,0.2,0.06879999975438755,0.2818217552608349,0.026565161727430918,0.1224744710607792,0.1999999738563244,0.1999999738563244,0.34499999491052624,2.898550767397386,4.833374851576135e-08,1.1341987654622798e-08,,0.4000000000841683
B,Architecture B: Stronger Single-Stage,optimal,True,0.063,1.05,0.03,0.2,0.06879999997793172,0.28182175654674535,0.026565164466572005,0.12247448391006736,0.19999999970811255,0.19999999970811255,0.3450000010066603,2.898550716180128,9.15309194934019e-09,2.062580051198637e-09,,0.4000000037358987
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.063,1.05,0.03,0.2,0.06845599997785107,0.2804043680635966,0.01730931325198171,0.08565205719900695,0.16067889793689383,0.16067889793689383,0.35797389136041013,2.7934998169830054,0.006149952748495616,0.001430926101385288,0.005000000002776108,0.4216146819169205
A,Architecture A: Standard Optimization,optimal,True,0.0625,1.05,0.03,0.2,0.06862499990797766,0.28182175608962595,0.026565164201799843,0.12247448229509503,0.19999999209285768,0.19999999209285768,0.3449999968172079,2.898550751378216,3.890019319689116e-08,9.20242210211697e-09,,0.39999999999521785
B,Architecture B: Stronger Single-Stage,optimal,True,0.0625,1.05,0.03,0.2,0.06862499989077046,0.28182175593473235,0.02656516069254448,0.12247447088882396,0.19999999884583194,0.19999999884583194,0.34500000518877083,2.898550681043724,6.97056931086427e-08,1.5732129571288667e-08,,0.40000001903689536
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,optimal,True,0.0625,1.05,0.03,0.2,0.06828187489124685,0.2804243322703964,0.017384532889614356,0.0865360630096763,0.1632631404778122,0.1632631404778122,0.3580246787423976,2.793103546695758,0.005578488054476164,0.0012921212563177797,0.005000000001016605,0.42270394733398065
